Message ID,Subject,Message,Spam/Ham,Date,Clean_Message
16837,out of office ( jury duty ),"i will be out of the office thursday july 12 th on jury duty . i will be back in the office on friday morning . if there is anything you may need from me before the end of today let me know . debra will be able to assist you if you need anything while i ' m out .
thanks , jill",ham,2001-07-11,"i will be out of the office thursday july 12 th on jury duty . i will be back in the office on friday morning . if there is anything you may need from me before the end of today let me know . debra will be able to assist you if you need anything while i ' m out . thanks , jill"
14350,broker client,"once we have a buyer , subject to their approval , i would like to offer broker client contracts to the existing brokers , with the first x months free with no obligation to continue ( but hopefully they will , and will pay us ) . i think this will help us to rebuild volumes .
please let me know if you disagree .
dave",ham,2001-12-12,"once we have a buyer , subject to their approval , i would like to offer broker client contracts to the existing brokers , with the first x months free with no obligation to continue ( but hopefully they will , and will pay us ) . i think this will help us to rebuild volumes . please let me know if you disagree . dave"
17381,start date : 12 / 20 / 01 ; hourahead hour : 3 ;,"start date : 12 / 20 / 01 ; hourahead hour : 3 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122003 . txt",ham,2001-12-20,start date : 12 / 20 / 01 ; hourahead hour : 3 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122003 . txt
14044,re : what ' s in rawhide - urgent,"i ' m not familiar with the individual assets ( might include gaspart and ceg / rio ) of that structure but the critical asset apparently is a $ 690 mm loan to enron . when enron hit bbb - rating , rawhide was no longer allowed to lend to enron and called the note due . there was a rawhide bankers meeting late yesterday to consider enron ' s request to delay the call by several weeks . neither bowen nor myself know if any decision has been reached by the lenders at this time .
- - - - - - - - - - - - - - - - - - - - - - - - - -
sent from my blackberry wireless handheld ( www . blackberry . net )",ham,2001-11-20,"i ' m not familiar with the individual assets ( might include gaspart and ceg / rio ) of that structure but the critical asset apparently is a $ 690 mm loan to enron . when enron hit bbb - rating , rawhide was no longer allowed to lend to enron and called the note due . there was a rawhide bankers meeting late yesterday to consider enron ' s request to delay the call by several weeks . neither bowen nor myself know if any decision has been reached by the lenders at this time . - - - - - - - - - - - - - - - - - - - - - - - - - - sent from my blackberry wireless handheld ( www . blackberry . net )"
14477,re : re - start / integration planning,"enrononline / netcoonline status update :
- "" netcoonline "" will be distinct from enrononline , with much the same functionality and a refreshed look .
- we will carry data to support the same gas and power products as were on enrononline . please contact us if you will need different products from what was on enrononline .
- we have prepared a list of top customers in cdn and us gas and power ( copy attached ) , which we will be using as a guide in chasing signed password applications .
- to speed the registration process , top customers will be preloaded into the system for activation as soon as we receive their password application .
- we are intending to use a simple , online gtc , which can be superceded by a negotiated master agreement , as with enrononline .
- internal trader names have been circulated to each desk head for approval .
dave
- - - - - original message - - - - -
from : kitchen , louise
sent : thursday , december 27 , 2001 4 : 58 pm
to : belden , tim ; calger , christopher f . ; presto , kevin m . ; duran , w . david ; robinson , mitch ; forster , david ; curry , mike ; arnold , john ; shively , hunter s . ; milnthorp , rob ; zufferli , john ; luce , laura ; vickers , frank ; neal , scott ; lagrasta , fred ; aucoin , berney c . ; steffes , james d . ; roberts , mike a . ; grigsby , mike ; tycholiz , barry ; allen , phillip k . ; redmond , brian ; martin , thomas a .
cc : lavorato , john
subject : re - start / integration planning
we have for the last couple of weeks started to compile the re - start / integration plans for netco . so far , we have primarily focussed on the mid / back plans where the technology requirements have been the driving factors . several plans are in the final stages of completion including : -
+ infrastructure jenny rub
+ development jay webb
+ enrononline webb / forster
+ hr david oxley
+ cash management tom myers
+ credit debbie brackett
the rest will be completed shortly .
we now need to focus on the commercial plans which have a slightly different focus . john and i would like to receive the plans "" re - start / integration "" plans by january 7 th , 2002 in order to go through them individually with each of you or in groups . the focus should be to ensure that we have as much of the business up and running in the shortest time possible . i have a suggested outline which you do not have to use but i thought it might help . please decide within yourselves the areas you will cover together or individually .
customer side
+ customers phase 1 - first week ( eg top 10 )
phase 2 - first month ( eg top 50 )
phase 3 - first quarter ( eg top 100 )
+ action plan phase 1 customers
phase 2 customers
phase 3 customers
+ contracts by customers ( pre - prepared with credit terms etc )
+ customer visit schedule
product side
+ list of products phase 1 - first week
phase 2 - first month
phase 3 - first quarter
target number of transactions
+ phase 1
+ phase 2
+ phase 3
it transfer
louise",ham,2001-12-28,"enrononline / netcoonline status update : - "" netcoonline "" will be distinct from enrononline , with much the same functionality and a refreshed look . - we will carry data to support the same gas and power products as were on enrononline . please contact us if you will need different products from what was on enrononline . - we have prepared a list of top customers in cdn and us gas and power ( copy attached ) , which we will be using as a guide in chasing signed password applications . - to speed the registration process , top customers will be preloaded into the system for activation as soon as we receive their password application . - we are intending to use a simple , online gtc , which can be superceded by a negotiated master agreement , as with enrononline . - internal trader names have been circulated to each desk head for approval . dave - - - - - original message - - - - - from : kitchen , louise sent : thursday , december 27 , 2001 4 : 58 pm to : belden , tim ; calger , christopher f . ; presto , kevin m . ; duran , w . david ; robinson , mitch ; forster , david ; curry , mike ; arnold , john ; shively , hunter s . ; milnthorp , rob ; zufferli , john ; luce , laura ; vickers , frank ; neal , scott ; lagrasta , fred ; aucoin , berney c . ; steffes , james d . ; roberts , mike a . ; grigsby , mike ; tycholiz , barry ; allen , phillip k . ; redmond , brian ; martin , thomas a . cc : lavorato , john subject : re - start / integration planning we have for the last couple of weeks started to compile the re - start / integration plans for netco . so far , we have primarily focussed on the mid / back plans where the technology requirements have been the driving factors . several plans are in the final stages of completion including : - + infrastructure jenny rub + development jay webb + enrononline webb / forster + hr david oxley + cash management tom myers + credit debbie brackett the rest will be completed shortly . we now need to focus on the commercial plans which have a slightly different focus . john and i would like to receive the plans "" re - start / integration "" plans by january 7 th , 2002 in order to go through them individually with each of you or in groups . the focus should be to ensure that we have as much of the business up and running in the shortest time possible . i have a suggested outline which you do not have to use but i thought it might help . please decide within yourselves the areas you will cover together or individually . customer side + customers phase 1 - first week ( eg top 10 ) phase 2 - first month ( eg top 50 ) phase 3 - first quarter ( eg top 100 ) + action plan phase 1 customers phase 2 customers phase 3 customers + contracts by customers ( pre - prepared with credit terms etc ) + customer visit schedule product side + list of products phase 1 - first week phase 2 - first month phase 3 - first quarter target number of transactions + phase 1 + phase 2 + phase 3 it transfer louise"
23176,ou team meeting,"mark your calendar :
university of oklahoma recruiting team meeting
date : september 7 , 2000
time : 10 : 00 am
location : eb 3321
please come and meet your fellow team members ! ! !
rsvp to lexi elliott 3 - 4585",ham,2000-08-25,"mark your calendar : university of oklahoma recruiting team meeting date : september 7 , 2000 time : 10 : 00 am location : eb 3321 please come and meet your fellow team members ! ! ! rsvp to lexi elliott 3 - 4585"
28766,eog material,"i understand that eog transferred the funds yesterday , 8 - 13 - 01 , for the
material for the eog pronghorn interconnect . this memo is so that we are
all on the same page .
re : building - i called abbott building company yesterday and told them
that enron is releasing the building to eog . i talked with mike abbott
about when they could deliver the building and he said , "" we can deliver it
in the morning if you want . "" so , i gave him the phone numbers for dirk
ellyson to get directions and further instructions .
re : equipment for inside the building - i talked with don pitts yesterday ,
as well as , mel mayes and ernie de los santos . i told don we could deliver
the material to his office or to the site and he said they really weren ' t
ready for it quite yet . mel mayes , who will be doing the wiring and
electrical work for eogresources , agreed that he didn ' t want to have to work
around all the equipment laying in the building . so , ernie , of the cdc
group in roswell , has agreed to deliver the equipment to the site when eog
is ready for it , which should be sometime next week .
laura j . kunkel
project manager
trigon - sheehan , llc
505 / 627 - 9124
lkunkel @ trigon - sheehan . com",ham,2001-08-14,"i understand that eog transferred the funds yesterday , 8 - 13 - 01 , for the material for the eog pronghorn interconnect . this memo is so that we are all on the same page . re : building - i called abbott building company yesterday and told them that enron is releasing the building to eog . i talked with mike abbott about when they could deliver the building and he said , "" we can deliver it in the morning if you want . "" so , i gave him the phone numbers for dirk ellyson to get directions and further instructions . re : equipment for inside the building - i talked with don pitts yesterday , as well as , mel mayes and ernie de los santos . i told don we could deliver the material to his office or to the site and he said they really weren ' t ready for it quite yet . mel mayes , who will be doing the wiring and electrical work for eogresources , agreed that he didn ' t want to have to work around all the equipment laying in the building . so , ernie , of the cdc group in roswell , has agreed to deliver the equipment to the site when eog is ready for it , which should be sometime next week . laura j . kunkel project manager trigon - sheehan , llc 505 / 627 - 9124 lkunkel @ trigon - sheehan . com"
14814,online financial gtc,"further to my e - mail of january 16 , 2002 attaching the revised canadian online physical gas gtc ' s , i now attach the following revised canadian online financial gtc ' s . please note there are some open issues in square brackets and bold print from the old forms which require clarification , which i would like to discuss with you , mark , when you have a moment :
1 . online financial gtc for netco with credit support :
2 . online financial gtc for netco without credit support :
regards ,
peter",ham,2002-01-21,"further to my e - mail of january 16 , 2002 attaching the revised canadian online physical gas gtc ' s , i now attach the following revised canadian online financial gtc ' s . please note there are some open issues in square brackets and bold print from the old forms which require clarification , which i would like to discuss with you , mark , when you have a moment : 1 . online financial gtc for netco with credit support : 2 . online financial gtc for netco without credit support : regards , peter"
2954,final version,"rohm & haas has been added and the sale for union carbide for april has been
added .",ham,2001-03-30,rohm & haas has been added and the sale for union carbide for april has been added .
5484,the real options conference,"shirley ,
please , forward my bio to crystal .
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 02 / 11 / 2000
08 : 34 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
crystal barry on 02 / 09 / 2000 05 : 05 : 17 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : the real options conference
dear vince ,
as the above event is drawing closer , i thought i would write a quick email
to finalise a few things with you . i understand that you would like a guest
to attend , please can you let me know their name and job title . also , if you
could send me your conference checklist i would appreciate it , so that i can
finalise details with my audio visual company .
in the meantime , if there is anything i can do for you , please do not
hesitate to let me know on 0171 - 915 - 5116 .
kind regards
crystal",ham,2000-02-11,"shirley , please , forward my bio to crystal . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 02 / 11 / 2000 08 : 34 am - - - - - - - - - - - - - - - - - - - - - - - - - - - crystal barry on 02 / 09 / 2000 05 : 05 : 17 am to : vince j kaminski / hou / ect @ ect cc : subject : the real options conference dear vince , as the above event is drawing closer , i thought i would write a quick email to finalise a few things with you . i understand that you would like a guest to attend , please can you let me know their name and job title . also , if you could send me your conference checklist i would appreciate it , so that i can finalise details with my audio visual company . in the meantime , if there is anything i can do for you , please do not hesitate to let me know on 0171 - 915 - 5116 . kind regards crystal"
6491,sharad agnihotri : telephone chat following the offer,"hi kate ,
thanks for setting up the telephone informal discussion with sharad so that i
can make him more comfortable with what ' s on offer - i really think it will
make the difference . as you mentioned , the agency fee goes up from 25 % to
30 % at 50 , 000 , hence the offer of 49 , 000 . i guess , as you mentioned , we can
keep in reserve the possibility of an element of sign on bonus to get him
over the decision hump .
regards & thanks ,
anjam",ham,2000-07-11,"hi kate , thanks for setting up the telephone informal discussion with sharad so that i can make him more comfortable with what ' s on offer - i really think it will make the difference . as you mentioned , the agency fee goes up from 25 % to 30 % at 50 , 000 , hence the offer of 49 , 000 . i guess , as you mentioned , we can keep in reserve the possibility of an element of sign on bonus to get him over the decision hump . regards & thanks , anjam"
13680,fw : cross netting products and entities,"carol st . clair
eb 4539
713 - 853 - 3989 ( phone )
713 - 646 - 8537 ( fax )
281 - 382 - 1943 ( cell phone )
8774545506 ( pager )
281 - 890 - 8862 ( home fax )
carol . st . clair @ enron . com
- - - - - original message - - - - -
from : "" wilson , jay "" @ enron
sent : thursday , november 1 , 2001 12 : 28 pm
to : st . clair , carol
cc : brown , steve ; russell , nicole ; starbird , zack ; soto , oscar
subject : cross netting products and entities
carol : thanks for sending me your legal analysis regarding the
cross - netting of products and entities . mirant will work diligently to
review and digest the analysis . i will call you back once we complete our
review of the material provided .
>
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
jay wilson
mirant legal
1155 perimeter center west
atlanta , ga 30338
678 - 579 - 6640
this e - mail message and any attachments are confidential and may be
attorney - client privileged . if you are not the intended recipient , please
notify us immediately and destroy the original , all copies of this message ,
and any attachments . any dissemination , distribution , or copying of this
communication is strictly prohibited .",ham,2001-11-01,"carol st . clair eb 4539 713 - 853 - 3989 ( phone ) 713 - 646 - 8537 ( fax ) 281 - 382 - 1943 ( cell phone ) 8774545506 ( pager ) 281 - 890 - 8862 ( home fax ) carol . st . clair @ enron . com - - - - - original message - - - - - from : "" wilson , jay "" @ enron sent : thursday , november 1 , 2001 12 : 28 pm to : st . clair , carol cc : brown , steve ; russell , nicole ; starbird , zack ; soto , oscar subject : cross netting products and entities carol : thanks for sending me your legal analysis regarding the cross - netting of products and entities . mirant will work diligently to review and digest the analysis . i will call you back once we complete our review of the material provided . > _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jay wilson mirant legal 1155 perimeter center west atlanta , ga 30338 678 - 579 - 6640 this e - mail message and any attachments are confidential and may be attorney - client privileged . if you are not the intended recipient , please notify us immediately and destroy the original , all copies of this message , and any attachments . any dissemination , distribution , or copying of this communication is strictly prohibited ."
2590,meter 5892,"i am getting several phone calls from alpine resources demanding to be paid
for meter 5892 and there is nothing there to be paid .
the person name doing the requesting is john childers and he said that he
spoke to daren farmer . he is looking for 859 mmbtu ' s for december , 2000 and
3 , 251 mmbtu ' s for january 2001 . this is on the katy gas unit . if anyone
would like to talk to john his phone number is 281 - 646 - 0232
charlene
x 31539",ham,2001-02-21,"i am getting several phone calls from alpine resources demanding to be paid for meter 5892 and there is nothing there to be paid . the person name doing the requesting is john childers and he said that he spoke to daren farmer . he is looking for 859 mmbtu ' s for december , 2000 and 3 , 251 mmbtu ' s for january 2001 . this is on the katy gas unit . if anyone would like to talk to john his phone number is 281 - 646 - 0232 charlene x 31539"
6432,"department presentation , friday 7 th july , 8 : 45 am","the fame of the research department is spreading all over europe !
best regards ,
martina
- - - - - - - - - - - - - - - - - - - - - - forwarded by martina angelova / lon / ect on 05 / 07 / 2000
15 : 29 - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron information technology
from : enron europe general announcement 05 / 07 / 2000
15 : 27
please respond to european t & d / lon / ect
to : ect frankfurt , ect helsinki , ect london , ect madrid , ect oslo , ect
teesside , ect warsaw
cc :
subject : department presentation , friday 7 th july , 8 : 45 am
maureen raymond - casta  eda ,
senior international economist , research department , houston
will be presenting
approach to country risk
friday 7 th july
8 : 45 am - breakfast and questions to ms . raymond - casta  eda
9 : 00 am - presentation will start
enron house , fifth floor , auditorium
it is not necessary that you book a place , however if you have any questions
please contact european t & d .",ham,2000-07-05,"the fame of the research department is spreading all over europe ! best regards , martina - - - - - - - - - - - - - - - - - - - - - - forwarded by martina angelova / lon / ect on 05 / 07 / 2000 15 : 29 - - - - - - - - - - - - - - - - - - - - - - - - - - - enron information technology from : enron europe general announcement 05 / 07 / 2000 15 : 27 please respond to european t & d / lon / ect to : ect frankfurt , ect helsinki , ect london , ect madrid , ect oslo , ect teesside , ect warsaw cc : subject : department presentation , friday 7 th july , 8 : 45 am maureen raymond - casta  eda , senior international economist , research department , houston will be presenting approach to country risk friday 7 th july 8 : 45 am - breakfast and questions to ms . raymond - casta  eda 9 : 00 am - presentation will start enron house , fifth floor , auditorium it is not necessary that you book a place , however if you have any questions please contact european t & d ."
5920,re : infocast ' s valuing electric power assets and companies : a real,"options perspective
britta ,
thanks for your message .
i have several commitments at the time of the conference
and have to decline with regret .
vince
"" britta bothe "" on 04 / 12 / 2000 03 : 52 : 46 pm
please respond to
to :
cc :
subject : infocast ' s valuing electric power assets and companies : a real
options perspective
dear mr . kaminsky ,
as i mentioned on your voice mail , infocast is going to host an  & valuing
electric power assets and companies : a real options perspective  8 conference
to be held on july 31 - august 2 , 2000 , in chicago , il - i would like to
explore your or your organization ' s possible participation at this event
with you . this conference has been designed to bring together industry
professionals , like you , to provide the latest details on a "" real options ""
approach to electric power asset valuation .
i have attached a draft program outline for your review . if you or someone
else at your company is interested in presenting on one of the topics please
let me know .
i truly appreciate your taking the time to review the conference schedule
and hope that you will consider participating . i am running behind schedule
in finalizing this program . i will call you on tomorrow to follow up with
you on this invitation . in the meantime , if you have any questions or
suggestions , please do not hesitate to contact me at ( 818 ) 888 - 4445 , ext .
30 . i hope you can join us for this event .
sincerely ,
britta bothe
infocast
conference manager
- ea & cv , program outline , scenario 1 . doc",ham,2000-04-13,"options perspective britta , thanks for your message . i have several commitments at the time of the conference and have to decline with regret . vince "" britta bothe "" on 04 / 12 / 2000 03 : 52 : 46 pm please respond to to : cc : subject : infocast ' s valuing electric power assets and companies : a real options perspective dear mr . kaminsky , as i mentioned on your voice mail , infocast is going to host an  & valuing electric power assets and companies : a real options perspective  8 conference to be held on july 31 - august 2 , 2000 , in chicago , il - i would like to explore your or your organization ' s possible participation at this event with you . this conference has been designed to bring together industry professionals , like you , to provide the latest details on a "" real options "" approach to electric power asset valuation . i have attached a draft program outline for your review . if you or someone else at your company is interested in presenting on one of the topics please let me know . i truly appreciate your taking the time to review the conference schedule and hope that you will consider participating . i am running behind schedule in finalizing this program . i will call you on tomorrow to follow up with you on this invitation . in the meantime , if you have any questions or suggestions , please do not hesitate to contact me at ( 818 ) 888 - 4445 , ext . 30 . i hope you can join us for this event . sincerely , britta bothe infocast conference manager - ea & cv , program outline , scenario 1 . doc"
11607,re : new albany,"yes - we have discussed that concept on a couple of different occasions .
- - - - - original message - - - - -
from : kitchen , louise
sent : thursday , april 26 , 2001 1 : 04 pm
to : miller , don
subject : re : new albany
no i mean about them as a potential buyer further down the line .
from : don miller / enron @ enronxgate on 04 / 26 / 2001 11 : 00 am
to : louise kitchen / hou / ect @ ect
cc :
subject : re : new albany
not yet . i thought you spoke to him .
- - - - - original message - - - - -
from : kitchen , louise
sent : thursday , april 26 , 2001 10 : 39 am
to : miller , don
subject : re : new albany
have you spoken to chris about lv
from : don miller / enron @ enronxgate on 04 / 25 / 2001 06 : 11 pm
to : louise kitchen / hou / ect @ ect
cc :
subject : new albany
louise ,
allegheny is no bid on new albany . they want to focus only on technology which allows for combine cycle conversion . the turbines at new albany do not accommodate combine cycle conversion .
they are interested in pursuing our longview development in washington , and we are going to follow up with them on a couple of sites in entergy .
it looks like i might really have to work at selling new albany ! ! !
don",ham,2001-04-26,"yes - we have discussed that concept on a couple of different occasions . - - - - - original message - - - - - from : kitchen , louise sent : thursday , april 26 , 2001 1 : 04 pm to : miller , don subject : re : new albany no i mean about them as a potential buyer further down the line . from : don miller / enron @ enronxgate on 04 / 26 / 2001 11 : 00 am to : louise kitchen / hou / ect @ ect cc : subject : re : new albany not yet . i thought you spoke to him . - - - - - original message - - - - - from : kitchen , louise sent : thursday , april 26 , 2001 10 : 39 am to : miller , don subject : re : new albany have you spoken to chris about lv from : don miller / enron @ enronxgate on 04 / 25 / 2001 06 : 11 pm to : louise kitchen / hou / ect @ ect cc : subject : new albany louise , allegheny is no bid on new albany . they want to focus only on technology which allows for combine cycle conversion . the turbines at new albany do not accommodate combine cycle conversion . they are interested in pursuing our longview development in washington , and we are going to follow up with them on a couple of sites in entergy . it looks like i might really have to work at selling new albany ! ! ! don"
28570,archiving unsubscribed capacity,"i spoke with perry frazier this afternoon . i have a copy in my file of the unsubscribed capacity on our ebb prior to the sale of tw space to mavrix and a copy of the sheet post - mavrix [ yes the space was posted ] . perry is printing the capacity sheets daily ( sometimes ) .
as a backup , michelle lokay will also do a daily print for years 2001 , 2002 , and 2003 . the pages will be kept in a log book on the tw marketing desk for future reference .
let me know if you have questions .
thanks
kh",ham,2001-04-17,"i spoke with perry frazier this afternoon . i have a copy in my file of the unsubscribed capacity on our ebb prior to the sale of tw space to mavrix and a copy of the sheet post - mavrix [ yes the space was posted ] . perry is printing the capacity sheets daily ( sometimes ) . as a backup , michelle lokay will also do a daily print for years 2001 , 2002 , and 2003 . the pages will be kept in a log book on the tw marketing desk for future reference . let me know if you have questions . thanks kh"
5221,ljm put valuation,"wes :
attached is a spreadsheet for the valuation of the rthm put position . i
should be in on tuesday , so feel free to give me a call at x 34748 .
- - stinson",ham,1999-12-27,"wes : attached is a spreadsheet for the valuation of the rthm put position . i should be in on tuesday , so feel free to give me a call at x 34748 . - - stinson"
13952,org chart,"tina rode
assistant to dave duran
713 - 853 - 9582
cell 713 - 419 - 6237",ham,2001-11-15,tina rode assistant to dave duran 713 - 853 - 9582 cell 713 - 419 - 6237
151,12 / 99 k ' s needed and 1 / 2000 k ' s needed,"daren , can you help me with placing k ' s @ the below listed meters ? i don ' t
know if these deals should be rolled or if new ones were set up .
i ' ll need a k @ each specified meter for the month following the noted month
that had a k @ it .
thanks in advance for your help .
- jackie -
3 - 9497
98 - 1534 ( delivery ) last flowed w / a k was 12 / 99 on 215 k sitara # 95541 ( stop
date 12 / 99 )
98 - 6563 ( receipt ) last flowed w / a k wasl 1 / 99 on 203 k sitara # 26511 , then new
sitara # 130913 ( which was killed ) evergreen was checked on this one .
98 - 6614 ( receipt ) sitara # 130917 - this deal ' s stop date is 2 / 29 / 2000 . the
deal amount is for 1487 mmbtu ' s but the estimated vols . are "" 0 "" . did not
want to change anything in sitara without your knowledge .
98 - 9758 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 133088 ( stop
date 12 / 99 ) evergreen was checked on this one .
98 - 9651 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 51491 ( stop
date 12 / 99 ) new deal # 136744 ( deal killed )
98 - 9789 ( receipt ) last flowed w / a k was 11 / 99 on 012 - 41500 - 02 - 203 sitara
# 108246 ( stop date 11 / 99 )
98 - 5789 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 26569
( stop date 12 / 99 )
98 - 6855 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 94120 ( stop
date 12 / 99 )
98 - 6725 ( receipt ) last flowed w / a kwas 12 / 99 on 215 k sitara # 138332 ( stop
date 12 / 99 )
98 - 9676 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 95912 ( stop
date 12 / 99 )
98 - 4548 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 94147 ( stop
date 12 / 99 )",ham,2000-01-18,"daren , can you help me with placing k ' s @ the below listed meters ? i don ' t know if these deals should be rolled or if new ones were set up . i ' ll need a k @ each specified meter for the month following the noted month that had a k @ it . thanks in advance for your help . - jackie - 3 - 9497 98 - 1534 ( delivery ) last flowed w / a k was 12 / 99 on 215 k sitara # 95541 ( stop date 12 / 99 ) 98 - 6563 ( receipt ) last flowed w / a k wasl 1 / 99 on 203 k sitara # 26511 , then new sitara # 130913 ( which was killed ) evergreen was checked on this one . 98 - 6614 ( receipt ) sitara # 130917 - this deal ' s stop date is 2 / 29 / 2000 . the deal amount is for 1487 mmbtu ' s but the estimated vols . are "" 0 "" . did not want to change anything in sitara without your knowledge . 98 - 9758 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 133088 ( stop date 12 / 99 ) evergreen was checked on this one . 98 - 9651 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 51491 ( stop date 12 / 99 ) new deal # 136744 ( deal killed ) 98 - 9789 ( receipt ) last flowed w / a k was 11 / 99 on 012 - 41500 - 02 - 203 sitara # 108246 ( stop date 11 / 99 ) 98 - 5789 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 26569 ( stop date 12 / 99 ) 98 - 6855 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 94120 ( stop date 12 / 99 ) 98 - 6725 ( receipt ) last flowed w / a kwas 12 / 99 on 215 k sitara # 138332 ( stop date 12 / 99 ) 98 - 9676 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 95912 ( stop date 12 / 99 ) 98 - 4548 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 94147 ( stop date 12 / 99 )"
